OrderID,OrderDate,CustomerID,CustomerSegment,Region,ProductCategory,ProductName,Quantity,UnitPrice,TotalAmount,OrderStatus
10049,2024-02-18,2957,Corporate,North,Office Supplies,Pen Set,9,39030.97,351278.73,Completed
10050,2024-02-19,2686,Corporate,South,Electronics,Desk,7,10899.59,76297.13,Completed
10051,2024-02-20,2957,Corporate,North,Electronics,Desk,3,6934.25,20802.75,Completed
10052,2024-02-21,2562,Consumer,East,Office Supplies,Desk,1,33168.95,33168.95,Cancelled
10053,2024-02-22,2875,Corporate,North,Office Supplies,Mobile Phone,8,143.9,1151.2,Completed
10054,2024-02-23,2566,Corporate,South,Office Supplies,Desk,6,8959.71,53758.259999999995,Completed
10055,2024-02-24,2243,Home Office,East,Furniture,Chair,7,1502.12,10514.84,Completed
10056,2024-02-25,2831,Corporate,West,Furniture,Laptop,9,8385.91,75473.19,Completed
10057,2024-02-26,2504,Home Office,South,Office Supplies,Desk,5,9106.9,45534.5,Completed
10058,2024-02-27,2130,Consumer,East,Furniture,Pen Set,1,19414.3,19414.3,Completed
10059,2024-02-28,2484,Consumer,East,Furniture,Laptop,7,20146.24,141023.68000000002,Returned
10060,2024-02-29,2818,Consumer,West,Electronics,Mobile Phone,5,43719.41,218597.05000000002,Completed
10061,2024-03-01,2646,Consumer,North,Office Supplies,Pen Set,3,25529.98,76589.94,Completed
10062,2024-03-02,2020,Home Office,North,Office Supplies,Laptop,9,36184.07,325656.63,Completed
10063,2024-03-03,2840,Corporate,South,Furniture,Pen Set,1,5251.66,5251.66,Completed
10064,2024-03-04,2166,Consumer,West,Office Supplies,Mobile Phone,1,11310.67,11310.67,Cancelled
10065,2024-03-05,2273,Corporate,North,Electronics,Chair,1,35162.02,35162.02,Completed
10066,2024-03-06,2387,Home Office,West,Electronics,Mobile Phone,3,2687.56,8062.68,Completed
10067,2024-03-07,2600,Home Office,North,Electronics,Mobile Phone,6,24355.55,146133.3,Completed
10068,2024-03-08,2315,Home Office,East,Office Supplies,Pen Set,3,29988.48,89965.44,Completed
10069,2024-03-09,2013,Consumer,North,Office Supplies,Monitor,8,30127.17,241017.36,Completed
10070,2024-03-10,2241,Corporate,West,Office Supplies,Printer,2,1195.49,2390.98,Cancelled
10071,2024-03-11,2776,Corporate,East,Office Supplies,Desk,9,16139.29,145253.61000000002,Completed
10072,2024-03-12,2345,Corporate,East,Office Supplies,Desk,3,31842.71,95528.13,Cancelled
10073,2024-03-13,2564,Home Office,East,Electronics,Chair,5,7492.54,37462.7,Completed
10074,2024-03-14,2897,Consumer,West,Furniture,Chair,8,34786.01,278288.08,Completed
10075,2024-03-15,2339,Home Office,South,Electronics,Desk,2,37308.96,74617.92,Completed
10076,2024-03-16,2091,Home Office,South,Office Supplies,Printer,6,49099.36,294596.16000000003,Completed
10077,2024-03-17,2366,Corporate,South,Electronics,Desk,5,10531.61,52658.05,Returned
10078,2024-03-18,2955,Home Office,West,Office Supplies,Monitor,9,41265.28,371387.52,Completed
10079,2024-03-19,2454,Corporate,East,Office Supplies,Printer,5,26038.81,130194.05,Returned
10080,2024-03-20,2427,Consumer,South,Electronics,Chair,2,18704.46,37408.92,Completed
10081,2024-03-21,2508,Corporate,West,Office Supplies,Laptop,5,6162.72,30813.600000000002,Completed
10082,2024-03-22,2775,Consumer,South,Furniture,Pen Set,4,36788.51,147154.04,Completed
10083,2024-03-23,2942,Corporate,North,Office Supplies,Monitor,7,11831.09,82817.63,Completed
10084,2024-03-24,2034,Home Office,South,Furniture,Monitor,6,18602.53,111615.18,Completed
10085,2024-03-25,2205,Home Office,South,Furniture,Chair,2,3173.98,6347.96,Returned
10086,2024-03-26,2080,Consumer,East,Office Supplies,Chair,5,40078.28,200391.4,Completed
10087,2024-03-27,2931,Consumer,West,Electronics,Mobile Phone,7,38341.1,268387.7,Completed
10088,2024-03-28,2561,Consumer,East,Furniture,Monitor,7,36694.11,256858.77000000002,Completed
10089,2024-03-29,2871,Corporate,East,Electronics,Mobile Phone,5,15007.2,75036.0,Cancelled
10090,2024-03-30,2387,Corporate,East,Furniture,Mobile Phone,9,8715.33,78437.97,Completed
10091,2024-03-31,2001,Consumer,East,Office Supplies,Pen Set,4,31895.79,127583.16,Returned
10092,2024-04-01,2389,Home Office,East,Office Supplies,Mobile Phone,3,24833.51,74500.53,Completed
10093,2024-04-02,2565,Corporate,South,Furniture,Printer,4,8953.71,35814.84,Completed
10094,2024-04-03,2105,Corporate,East,Office Supplies,Desk,5,34311.27,171556.34999999998,Completed
10095,2024-04-04,2771,Corporate,East,Furniture,Laptop,6,49556.77,297340.62,Completed
10096,2024-04-05,2821,Consumer,West,Office Supplies,Chair,3,37373.62,112120.86000000002,Completed
10097,2024-04-06,2476,Consumer,North,Electronics,Printer,2,37012.32,74024.64,Completed
10098,2024-04-07,2702,Consumer,South,Office Supplies,Laptop,4,47518.12,190072.48,Completed
10099,2024-04-08,2401,Consumer,South,Electronics,Monitor,5,10186.67,50933.35,Completed
10100,2024-04-09,2729,Consumer,South,Office Supplies,Monitor,4,28299.22,113196.88,Completed
10101,2024-04-10,2555,Home Office,East,Electronics,Monitor,3,48983.35,146950.05,Returned
10102,2024-04-11,2161,Home Office,East,Office Supplies,Printer,8,8306.44,66451.52,Completed
10103,2024-04-12,2201,Consumer,East,Electronics,Printer,4,35027.59,140110.36,Cancelled
10104,2024-04-13,2957,Corporate,West,Furniture,Chair,2,29311.22,58622.44,Completed
10105,2024-04-14,2995,Consumer,North,Furniture,Desk,2,29344.63,58689.26,Completed
10106,2024-04-15,2269,Home Office,East,Electronics,Mobile Phone,1,34898.65,34898.65,Completed
10107,2024-04-16,2862,Home Office,North,Office Supplies,Monitor,4,46484.37,185937.48,Completed
10108,2024-04-17,2815,Corporate,West,Electronics,Pen Set,9,39139.97,352259.73,Completed
10109,2024-04-18,2270,Home Office,South,Office Supplies,Desk,7,2854.0,19978.0,Completed
10110,2024-04-19,2455,Consumer,East,Furniture,Pen Set,7,42643.76,298506.32,Completed
10111,2024-04-20,2461,Corporate,North,Office Supplies,Chair,7,11315.79,79210.53,Completed
10112,2024-04-21,2726,Consumer,North,Furniture,Chair,8,18876.86,151014.88,Completed
10113,2024-04-22,2251,Consumer,East,Office Supplies,Chair,1,23113.55,23113.55,Completed
10114,2024-04-23,2701,Corporate,South,Office Supplies,Laptop,8,24071.25,192570.0,Completed
10115,2024-04-24,2295,Consumer,South,Office Supplies,Pen Set,4,21787.26,87149.04,Completed
10116,2024-04-25,2724,Home Office,South,Electronics,Desk,4,46870.8,187483.2,Cancelled
10117,2024-04-26,2719,Consumer,West,Electronics,Desk,4,35315.65,141262.6,Cancelled
10118,2024-04-27,2748,Corporate,North,Furniture,Printer,6,31576.97,189461.82,Completed
10119,2024-04-28,2337,Corporate,North,Furniture,Printer,7,2539.61,17777.27,Completed
10120,2024-04-29,2878,Corporate,North,Electronics,Monitor,6,45200.47,271202.82,Completed
10121,2024-04-30,2052,Consumer,West,Furniture,Printer,1,45474.04,45474.04,Completed
10122,2024-05-01,2791,Corporate,North,Electronics,Chair,8,39021.64,312173.12,Completed
10123,2024-05-02,2921,Corporate,West,Office Supplies,Desk,7,401.11,2807.77,Completed
10124,2024-05-03,2216,Consumer,South,Furniture,Pen Set,6,2911.15,17466.9,Completed
10125,2024-05-04,2763,Home Office,East,Furniture,Chair,6,11299.92,67799.52,Completed
10126,2024-05-05,2187,Consumer,North,Electronics,Laptop,5,6610.9,33054.5,Completed
10127,2024-05-06,2379,Corporate,North,Furniture,Printer,6,19971.86,119831.16,Completed
10128,2024-05-07,2492,Corporate,South,Furniture,Chair,9,46135.02,415215.18,Cancelled
10129,2024-05-08,2040,Consumer,East,Office Supplies,Chair,9,23629.42,212664.77999999997,Completed
10130,2024-05-09,2156,Home Office,West,Furniture,Laptop,8,719.46,5755.68,Completed
10131,2024-05-10,2014,Corporate,East,Office Supplies,Mobile Phone,9,14173.15,127558.34999999999,Returned
10132,2024-05-11,2812,Corporate,South,Electronics,Desk,8,2277.52,18220.16,Completed
10133,2024-05-12,2064,Corporate,South,Furniture,Pen Set,8,1862.57,14900.56,Completed
10134,2024-05-13,2856,Consumer,East,Office Supplies,Monitor,1,13822.21,13822.21,Completed
10135,2024-05-14,2838,Corporate,West,Electronics,Mobile Phone,5,13816.84,69084.2,Completed
10136,2024-05-15,2520,Home Office,West,Furniture,Printer,4,39366.97,157467.88,Returned
10137,2024-05-16,2343,Corporate,North,Electronics,Chair,2,48742.99,97485.98,Completed
10138,2024-05-17,2128,Corporate,West,Furniture,Laptop,8,18591.79,148734.32,Cancelled
10139,2024-05-18,2647,Home Office,East,Electronics,Laptop,3,21472.9,64418.700000000004,Completed
10140,2024-05-19,2471,Corporate,South,Electronics,Desk,4,42247.23,168988.92,Completed
10141,2024-05-20,2062,Consumer,North,Office Supplies,Mobile Phone,7,13443.54,94104.78,Completed
10142,2024-05-21,2138,Consumer,North,Electronics,Monitor,9,7861.27,70751.43000000001,Completed
10143,2024-05-22,2498,Consumer,South,Furniture,Desk,2,42661.83,85323.66,Completed
10144,2024-05-23,2592,Home Office,West,Furniture,Chair,3,2372.7,7118.099999999999,Completed
10145,2024-05-24,2391,Corporate,South,Office Supplies,Desk,4,31003.99,124015.96,Completed
10146,2024-05-25,2674,Consumer,West,Furniture,Pen Set,1,28121.54,28121.54,Completed
10147,2024-05-26,2418,Home Office,South,Furniture,Laptop,7,17328.73,121301.11,Cancelled
10148,2024-05-27,2288,Corporate,East,Furniture,Laptop,2,15793.72,31587.44,Completed
10149,2024-05-28,2378,Home Office,West,Electronics,Printer,5,38604.29,193021.45,Completed
10150,2024-05-29,2772,Consumer,East,Electronics,Printer,1,4366.91,4366.91,Completed
10151,2024-05-30,2489,Consumer,North,Furniture,Monitor,3,11877.38,35632.14,Cancelled
10152,2024-05-31,2230,Consumer,South,Office Supplies,Chair,2,36635.81,73271.62,Completed
10153,2024-06-01,2040,Home Office,North,Electronics,Pen Set,1,27438.61,27438.61,Returned
10154,2024-06-02,2027,Home Office,North,Office Supplies,Mobile Phone,7,6443.01,45101.07,Completed
10155,2024-06-03,2134,Consumer,North,Furniture,Desk,5,44112.67,220563.34999999998,Completed
10156,2024-06-04,2200,Home Office,North,Furniture,Monitor,1,19702.72,19702.72,Completed
10157,2024-06-05,2839,Consumer,South,Electronics,Chair,6,41402.03,248412.18,Returned
10158,2024-06-06,2779,Consumer,North,Furniture,Printer,5,39396.27,196981.34999999998,Completed
10159,2024-06-07,2929,Corporate,South,Electronics,Desk,3,31240.05,93720.15,Completed
10160,2024-06-08,2032,Home Office,South,Furniture,Printer,7,24749.33,173245.31,Completed
10161,2024-06-09,2047,Consumer,East,Furniture,Desk,9,48978.56,440807.04,Completed
10162,2024-06-10,2502,Consumer,West,Electronics,Mobile Phone,9,7291.01,65619.09,Cancelled
10163,2024-06-11,2406,Home Office,West,Electronics,Chair,9,36271.53,326443.77,Completed
10164,2024-06-12,2573,Corporate,South,Electronics,Desk,2,9599.98,19199.96,Cancelled
10165,2024-06-13,2727,Corporate,East,Furniture,Pen Set,3,16946.24,50838.72,Completed
10166,2024-06-14,2804,Consumer,South,Furniture,Monitor,7,15469.5,108286.5,Completed
10167,2024-06-15,2098,Home Office,South,Office Supplies,Laptop,5,47354.45,236772.25,Completed
10168,2024-06-16,2683,Corporate,South,Electronics,Pen Set,2,48369.44,96738.88,Completed
10169,2024-06-17,2871,Home Office,East,Furniture,Pen Set,3,9191.62,27574.86,Completed
10170,2024-06-18,2725,Home Office,West,Furniture,Monitor,6,1150.66,6903.960000000001,Completed
10171,2024-06-19,2986,Consumer,East,Electronics,Laptop,7,36014.4,252100.80000000002,Completed
10172,2024-06-20,2546,Corporate,North,Office Supplies,Pen Set,9,20928.6,188357.4,Cancelled
10173,2024-06-21,2960,Consumer,East,Electronics,Desk,1,4487.57,4487.57,Returned
10174,2024-06-22,2738,Corporate,East,Office Supplies,Desk,7,34203.52,239424.63999999998,Returned
10175,2024-06-23,2612,Corporate,East,Furniture,Desk,8,27278.02,218224.16,Returned
10176,2024-06-24,2942,Corporate,East,Office Supplies,Laptop,3,49026.82,147080.46,Completed
10177,2024-06-25,2461,Corporate,West,Furniture,Pen Set,4,11409.1,45636.4,Completed
10178,2024-06-26,2642,Corporate,North,Electronics,Laptop,6,20228.69,121372.13999999998,Completed
10179,2024-06-27,2768,Home Office,West,Electronics,Desk,7,27150.16,190051.12,Completed
10180,2024-06-28,2004,Consumer,West,Electronics,Monitor,4,39595.41,158381.64,Completed
10181,2024-06-29,2217,Home Office,East,Office Supplies,Pen Set,8,27464.49,219715.92,Completed
10182,2024-06-30,2502,Corporate,South,Furniture,Pen Set,5,30664.36,153321.8,Completed
10183,2024-07-01,2766,Consumer,South,Electronics,Printer,1,11346.05,11346.05,Completed
10184,2024-07-02,2397,Corporate,West,Electronics,Printer,4,42353.59,169414.36,Completed
10185,2024-07-03,2870,Consumer,West,Furniture,Mobile Phone,3,21460.1,64380.299999999996,Completed
10186,2024-07-04,2794,Home Office,East,Electronics,Chair,9,7090.93,63818.37,Completed
10187,2024-07-05,2392,Consumer,West,Furniture,Printer,8,33226.19,265809.52,Completed
10188,2024-07-06,2206,Consumer,East,Furniture,Laptop,1,10843.72,10843.72,Completed
10189,2024-07-07,2014,Consumer,South,Furniture,Printer,6,4923.25,29539.5,Completed
10190,2024-07-08,2857,Consumer,South,Furniture,Mobile Phone,9,43106.25,387956.25,Returned
10191,2024-07-09,2553,Consumer,North,Furniture,Pen Set,7,23035.11,161245.77000000002,Completed
10192,2024-07-10,2891,Corporate,South,Office Supplies,Mobile Phone,4,37476.72,149906.88,Completed
10193,2024-07-11,2460,Consumer,West,Electronics,Pen Set,1,14564.85,14564.85,Returned
10194,2024-07-12,2690,Consumer,South,Office Supplies,Monitor,2,39359.16,78718.32,Completed
10195,2024-07-13,2574,Home Office,East,Electronics,Monitor,5,5641.2,28206.0,Completed
10196,2024-07-14,2863,Consumer,South,Office Supplies,Pen Set,5,17830.87,89154.34999999999,Completed
10197,2024-07-15,2742,Home Office,North,Furniture,Chair,8,48904.19,391233.52,Completed
10198,2024-07-16,2240,Corporate,South,Electronics,Printer,6,39709.79,238258.74,Completed
10199,2024-07-17,2563,Consumer,East,Electronics,Laptop,8,24887.93,199103.44,Completed
10200,2024-07-18,2095,Home Office,East,Office Supplies,Laptop,2,17021.88,34043.76,Returned
10201,2024-07-19,2899,Home Office,West,Office Supplies,Desk,3,43613.18,130839.54000000001,Completed
10202,2024-07-20,2733,Corporate,South,Electronics,Pen Set,6,27265.15,163590.90000000002,Completed
10203,2024-07-21,2484,Consumer,East,Office Supplies,Laptop,3,37933.33,113799.99,Completed
10204,2024-07-22,2406,Consumer,North,Office Supplies,Chair,6,37717.68,226306.08000000002,Completed
10205,2024-07-23,2230,Home Office,West,Office Supplies,Pen Set,6,946.39,5678.34,Completed
10206,2024-07-24,2748,Consumer,North,Furniture,Chair,2,6356.38,12712.76,Completed
10207,2024-07-25,2654,Home Office,South,Furniture,Laptop,7,32998.49,230989.43,Returned
10208,2024-07-26,2170,Consumer,South,Office Supplies,Laptop,2,8122.91,16245.82,Completed
10209,2024-07-27,2540,Home Office,South,Office Supplies,Desk,6,12811.89,76871.34,Completed
10210,2024-07-28,2035,Consumer,West,Furniture,Laptop,1,47334.57,47334.57,Completed
10211,2024-07-29,2524,Corporate,East,Furniture,Pen Set,3,28031.1,84093.29999999999,Completed
10212,2024-07-30,2159,Consumer,West,Electronics,Monitor,2,37548.94,75097.88,Completed
10213,2024-07-31,2838,Consumer,North,Electronics,Pen Set,7,27921.14,195447.97999999998,Completed
10214,2024-08-01,2698,Corporate,West,Furniture,Pen Set,4,27648.06,110592.24,Completed
10215,2024-08-02,2242,Consumer,North,Office Supplies,Desk,8,4752.89,38023.12,Completed
10216,2024-08-03,2085,Corporate,West,Office Supplies,Desk,6,17215.98,103295.88,Returned
10217,2024-08-04,2795,Consumer,East,Office Supplies,Laptop,4,14157.42,56629.68,Completed
10218,2024-08-05,2577,Home Office,North,Office Supplies,Mobile Phone,5,19566.88,97834.40000000001,Returned
10219,2024-08-06,2681,Home Office,South,Electronics,Mobile Phone,9,39927.29,359345.61,Completed
10220,2024-08-07,2556,Consumer,South,Furniture,Desk,7,18628.04,130396.28,Completed
10221,2024-08-08,2573,Consumer,West,Office Supplies,Laptop,9,22612.26,203510.34,Completed
10222,2024-08-09,2952,Consumer,South,Electronics,Mobile Phone,7,19899.2,139294.4,Completed
10223,2024-08-10,2645,Home Office,North,Office Supplies,Laptop,1,4715.73,4715.73,Completed
10224,2024-08-11,2795,Consumer,South,Furniture,Laptop,8,22081.55,176652.4,Completed
10225,2024-08-12,2027,Home Office,East,Electronics,Laptop,4,9820.68,39282.72,Completed
10226,2024-08-13,2619,Corporate,East,Furniture,Printer,3,9376.83,28130.489999999998,Completed
10227,2024-08-14,2555,Home Office,West,Furniture,Pen Set,7,4747.1,33229.700000000004,Completed
10228,2024-08-15,2339,Home Office,North,Electronics,Laptop,3,17865.72,53597.16,Cancelled
10229,2024-08-16,2797,Corporate,East,Electronics,Printer,8,37886.22,303089.76,Completed
10230,2024-08-17,2957,Home Office,East,Electronics,Desk,6,13858.26,83149.56,Completed
10231,2024-08-18,2330,Consumer,North,Electronics,Mobile Phone,5,15651.84,78259.2,Completed
10232,2024-08-19,2639,Consumer,South,Electronics,Pen Set,4,32151.6,128606.4,Returned
10233,2024-08-20,2505,Home Office,South,Electronics,Monitor,8,9832.25,78658.0,Returned
10234,2024-08-21,2347,Consumer,West,Electronics,Mobile Phone,8,44853.05,358824.4,Completed
10235,2024-08-22,2472,Home Office,South,Office Supplies,Pen Set,1,26033.52,26033.52,Completed
10236,2024-08-23,2230,Consumer,North,Furniture,Monitor,9,22407.77,201669.93,Completed
10237,2024-08-24,2189,Consumer,East,Electronics,Mobile Phone,5,27913.12,139565.6,Completed
10238,2024-08-25,2224,Home Office,South,Office Supplies,Pen Set,4,8343.41,33373.64,Completed
10239,2024-08-26,2384,Consumer,West,Office Supplies,Mobile Phone,6,30692.98,184157.88,Completed
10240,2024-08-27,2376,Home Office,South,Office Supplies,Mobile Phone,6,18186.88,109121.28,Completed
10241,2024-08-28,2282,Consumer,North,Furniture,Monitor,2,44864.46,89728.92,Completed
10242,2024-08-29,2957,Consumer,West,Electronics,Mobile Phone,8,8484.27,67874.16,Returned
10243,2024-08-30,2632,Corporate,South,Office Supplies,Mobile Phone,7,25377.2,177640.4,Completed
10244,2024-08-31,2627,Corporate,West,Furniture,Monitor,1,29925.73,29925.73,Completed
10245,2024-09-01,2972,Home Office,North,Furniture,Desk,5,1717.51,8587.55,Completed
10246,2024-09-02,2744,Corporate,East,Furniture,Laptop,6,18216.47,109298.82,Cancelled
10247,2024-09-03,2258,Home Office,North,Office Supplies,Chair,4,36645.13,146580.52,Completed
10248,2024-09-04,2358,Corporate,North,Electronics,Printer,2,41027.86,82055.72,Cancelled
10249,2024-09-05,2709,Consumer,North,Office Supplies,Chair,4,15692.44,62769.76,Returned
10250,2024-09-06,2455,Home Office,North,Office Supplies,Chair,1,39939.73,39939.73,Completed
10251,2024-09-07,2410,Home Office,East,Electronics,Pen Set,7,48389.41,338725.87,Completed
10252,2024-09-08,2648,Consumer,East,Electronics,Laptop,2,42850.85,85701.7,Returned
10253,2024-09-09,2317,Home Office,West,Electronics,Pen Set,2,5926.32,11852.64,Completed
10254,2024-09-10,2676,Home Office,South,Furniture,Laptop,9,36999.53,332995.77,Cancelled
10255,2024-09-11,2224,Corporate,East,Electronics,Monitor,5,16017.36,80086.8,Cancelled
10256,2024-09-12,2818,Home Office,East,Office Supplies,Monitor,2,49421.38,98842.76,Completed
10257,2024-09-13,2233,Consumer,South,Electronics,Laptop,9,24293.68,218643.12,Completed
10258,2024-09-14,2683,Corporate,East,Office Supplies,Mobile Phone,9,6165.57,55490.13,Cancelled
10259,2024-09-15,2663,Corporate,North,Furniture,Desk,1,36273.02,36273.02,Completed
10260,2024-09-16,2974,Consumer,North,Office Supplies,Mobile Phone,3,16184.41,48553.229999999996,Completed
10261,2024-09-17,2826,Consumer,South,Office Supplies,Desk,4,49854.05,199416.2,Completed
10262,2024-09-18,2373,Corporate,West,Electronics,Pen Set,7,48990.13,342930.91,Completed
10263,2024-09-19,2671,Home Office,West,Electronics,Desk,4,32823.89,131295.56,Cancelled
10264,2024-09-20,2607,Corporate,South,Office Supplies,Pen Set,2,6534.83,13069.66,Returned
10265,2024-09-21,2471,Consumer,South,Electronics,Monitor,7,34358.71,240510.97,Completed
10266,2024-09-22,2232,Corporate,North,Furniture,Chair,6,4696.87,28181.22,Completed
10267,2024-09-23,2691,Consumer,West,Furniture,Monitor,3,1516.74,4550.22,Completed
10268,2024-09-24,2112,Corporate,East,Electronics,Monitor,6,41156.77,246940.62,Returned
10269,2024-09-25,2829,Home Office,North,Furniture,Chair,6,10527.16,63162.96,Completed
10270,2024-09-26,2496,Corporate,South,Electronics,Desk,5,18982.4,94912.0,Completed
10271,2024-09-27,2441,Corporate,West,Office Supplies,Desk,4,48674.2,194696.8,Completed
10272,2024-09-28,2563,Consumer,East,Office Supplies,Pen Set,1,16875.18,16875.18,Completed
10273,2024-09-29,2267,Consumer,East,Furniture,Mobile Phone,6,14859.66,89157.95999999999,Cancelled
10274,2024-09-30,2509,Consumer,North,Electronics,Pen Set,2,45914.49,91828.98,Completed
10275,2024-10-01,2806,Corporate,West,Electronics,Mobile Phone,3,5581.88,16745.64,Completed
10276,2024-10-02,2385,Home Office,West,Furniture,Monitor,8,37991.14,303929.12,Completed
10277,2024-10-03,2386,Consumer,South,Office Supplies,Chair,6,49403.88,296423.27999999997,Cancelled
10278,2024-10-04,2112,Consumer,West,Furniture,Monitor,3,45069.74,135209.22,Completed
10279,2024-10-05,2612,Corporate,West,Office Supplies,Laptop,7,32600.81,228205.67,Completed
10280,2024-10-06,2624,Consumer,North,Electronics,Desk,4,15737.34,62949.36,Completed
10281,2024-10-07,2951,Home Office,West,Office Supplies,Mobile Phone,9,12753.38,114780.42,Returned
10282,2024-10-08,2080,Home Office,East,Furniture,Pen Set,5,40971.79,204858.95,Completed
10283,2024-10-09,2698,Consumer,North,Electronics,Chair,3,43997.1,131991.3,Completed
10284,2024-10-10,2112,Consumer,North,Furniture,Mobile Phone,2,26295.47,52590.94,Completed
10285,2024-10-11,2001,Corporate,South,Furniture,Pen Set,2,12254.78,24509.56,Completed
10286,2024-10-12,2641,Home Office,West,Office Supplies,Desk,3,5691.51,17074.53,Completed
10287,2024-10-13,2219,Home Office,South,Furniture,Monitor,2,4404.61,8809.22,Returned
10288,2024-10-14,2565,Consumer,East,Office Supplies,Desk,4,35967.92,143871.68,Completed
10289,2024-10-15,2854,Corporate,North,Electronics,Printer,2,21034.93,42069.86,Completed
10290,2024-10-16,2996,Home Office,North,Office Supplies,Laptop,9,45272.73,407454.57,Completed
10291,2024-10-17,2735,Home Office,North,Electronics,Printer,2,36996.58,73993.16,Completed
10292,2024-10-18,2224,Corporate,East,Office Supplies,Chair,9,9603.46,86431.13999999998,Completed
